sage_transaction_id,order_id,posting_date,ledger_account,debit_amount,credit_amount,net_amount,transaction_status,source_system
SAGE_TXN_0266,O1266,2025-08-27,Sales Revenue,0.0,5471.72,5471.72,Posted,SAGE
SAGE_TXN_0267,O1267,2025-04-17,Receivables,2569.22,0.0,-2569.22,Pending,SAGE
SAGE_TXN_0268,O1268,2025-06-07,Sales Revenue,0.0,2108.81,2108.81,Posted,SAGE
SAGE_TXN_0269,O1269,2025-07-20,Refunds,4380.93,0.0,-4380.93,Failed,SAGE
SAGE_TXN_0270,O1270,2025-01-08,Refunds,8870.34,0.0,-8870.34,Failed,SAGE
SAGE_TXN_0271,O1271,2025-03-31,Sales Revenue,0.0,6070.14,6070.14,Posted,SAGE
SAGE_TXN_0272,O1272,2025-01-25,Online Revenue,0.0,1127.13,1127.13,Posted,SAGE
SAGE_TXN_0273,O1273,2025-07-11,Refunds,1470.86,0.0,-1470.86,Failed,SAGE
SAGE_TXN_0274,O1274,2025-04-02,Online Revenue,0.0,6698.18,6698.18,Posted,SAGE
SAGE_TXN_0275,O1275,2025-05-13,Refunds,1856.53,0.0,-1856.53,Failed,SAGE
SAGE_TXN_0276,O1276,2025-01-01,Receivables,517.96,0.0,-517.96,Pending,SAGE
SAGE_TXN_0277,O1277,2025-06-07,Receivables,4681.24,0.0,-4681.24,Pending,SAGE
SAGE_TXN_0278,O1278,2025-03-28,Online Revenue,0.0,5832.77,5832.77,Posted,SAGE
SAGE_TXN_0279,O1279,2025-06-21,Refunds,9696.45,0.0,-9696.45,Failed,SAGE
SAGE_TXN_0280,O1280,2025-06-21,Sales Revenue,0.0,3729.18,3729.18,Posted,SAGE
SAGE_TXN_0281,O1281,2025-07-04,Online Revenue,0.0,5089.84,5089.84,Posted,SAGE
SAGE_TXN_0282,O1282,2025-06-27,Receivables,5880.42,0.0,-5880.42,Pending,SAGE
SAGE_TXN_0283,O1283,2025-06-03,Online Revenue,0.0,1101.18,1101.18,Posted,SAGE
SAGE_TXN_0284,O1284,2025-03-31,Online Revenue,0.0,6058.25,6058.25,Posted,SAGE
SAGE_TXN_0285,O1285,2025-03-31,Online Revenue,0.0,4964.62,4964.62,Posted,SAGE
SAGE_TXN_0286,O1286,2025-02-03,Sales Revenue,0.0,9626.03,9626.03,Posted,SAGE
SAGE_TXN_0287,O1287,2025-05-12,Receivables,2304.6,0.0,-2304.6,Pending,SAGE
SAGE_TXN_0288,O1288,2025-07-12,Online Revenue,0.0,4669.52,4669.52,Posted,SAGE
SAGE_TXN_0289,O1289,2025-02-22,Refunds,8417.97,0.0,-8417.97,Failed,SAGE
SAGE_TXN_0290,O1290,2025-02-20,Receivables,7788.63,0.0,-7788.63,Pending,SAGE
SAGE_TXN_0291,O1291,2025-01-13,Sales Revenue,0.0,9448.76,9448.76,Posted,SAGE
SAGE_TXN_0292,O1292,2025-07-27,Refunds,7466.64,0.0,-7466.64,Failed,SAGE
SAGE_TXN_0293,O1293,2025-06-08,Refunds,9363.95,0.0,-9363.95,Failed,SAGE
SAGE_TXN_0294,O1294,2025-05-03,Sales Revenue,0.0,8847.06,8847.06,Posted,SAGE
SAGE_TXN_0295,O1295,2025-05-27,Receivables,7044.74,0.0,-7044.74,Pending,SAGE
SAGE_TXN_0296,O1296,2025-06-01,Refunds,8003.31,0.0,-8003.31,Failed,SAGE
SAGE_TXN_0297,O1297,2025-04-27,Online Revenue,0.0,8441.17,8441.17,Posted,SAGE
SAGE_TXN_0298,O1298,2025-02-11,Sales Revenue,0.0,8802.0,8802.0,Posted,SAGE
SAGE_TXN_0299,O1299,2025-06-14,Refunds,7406.85,0.0,-7406.85,Failed,SAGE
SAGE_TXN_0300,O1300,2025-06-18,Refunds,7281.18,0.0,-7281.18,Failed,SAGE
