posting_id,invoice_id,ledger_account,debit_amount,credit_amount,posting_status
GL00538,INV00538,Sales Revenue,0,1173,Posted
GL00539,INV00539,Sales Revenue,0,3257,Posted
GL00540,INV00540,Sales Revenue,0,1381,Posted
GL00541,INV00541,Sales Revenue,0,3488,Posted
GL00542,INV00542,Sales Revenue,0,518,Posted
GL00543,INV00543,Sales Revenue,0,4080,Posted
GL00544,INV00544,Sales Revenue,0,4423,Posted
GL00545,INV00545,Sales Revenue,0,2809,Posted
GL00546,INV00546,Receivables,2651,0,Pending
GL00547,INV00547,Sales Revenue,0,4375,Posted
GL00548,INV00548,Sales Revenue,0,2655,Posted
GL00549,INV00549,Receivables,2913,0,Pending
GL00550,INV00550,Sales Revenue,0,4981,Posted
GL00551,INV00551,Receivables,418,0,Pending
GL00552,INV00552,Receivables,4938,0,Pending
GL00553,INV00553,Sales Revenue,0,4980,Posted
GL00554,INV00554,Sales Revenue,0,3314,Posted
GL00555,INV00555,Receivables,458,0,Pending
GL00556,INV00556,Sales Revenue,0,1762,Posted
GL00557,INV00557,Sales Revenue,0,3630,Posted
GL00558,INV00558,Sales Revenue,0,1870,Posted
GL00559,INV00559,Refunds,4063,0,Failed
GL00560,INV00560,Sales Revenue,0,1331,Posted
GL00561,INV00561,Receivables,2862,0,Pending
GL00562,INV00562,Sales Revenue,0,3286,Posted
GL00563,INV00563,Sales Revenue,0,4567,Posted
GL00564,INV00564,Receivables,2365,0,Pending
GL00565,INV00565,Sales Revenue,0,2219,Posted
GL00566,INV00566,Sales Revenue,0,2042,Posted
GL00567,INV00567,Receivables,1898,0,Pending
GL00568,INV00568,Sales Revenue,0,2797,Posted
GL00569,INV00569,Sales Revenue,0,2440,Posted
GL00570,INV00570,Sales Revenue,0,4649,Posted
GL00571,INV00571,Sales Revenue,0,1399,Posted
GL00572,INV00572,Sales Revenue,0,847,Posted
GL00573,INV00573,Refunds,2300,0,Failed
GL00574,INV00574,Sales Revenue,0,1855,Posted
GL00575,INV00575,Sales Revenue,0,2425,Posted
GL00576,INV00576,Sales Revenue,0,2160,Posted
GL00577,INV00577,Sales Revenue,0,4550,Posted
GL00578,INV00578,Sales Revenue,0,630,Posted
GL00579,INV00579,Sales Revenue,0,4069,Posted
GL00580,INV00580,Receivables,242,0,Pending
GL00581,INV00581,Sales Revenue,0,4096,Posted
GL00582,INV00582,Sales Revenue,0,2553,Posted
GL00583,INV00583,Refunds,684,0,Failed
GL00584,INV00584,Sales Revenue,0,4903,Posted
GL00585,INV00585,Sales Revenue,0,1634,Posted
GL00586,INV00586,Sales Revenue,0,3452,Posted
GL00587,INV00587,Sales Revenue,0,506,Posted
GL00588,INV00588,Sales Revenue,0,1079,Posted
GL00589,INV00589,Sales Revenue,0,4650,Posted
GL00590,INV00590,Sales Revenue,0,4330,Posted
GL00591,INV00591,Sales Revenue,0,1122,Posted
GL00592,INV00592,Refunds,2307,0,Failed
GL00593,INV00593,Sales Revenue,0,2961,Posted
GL00594,INV00594,Sales Revenue,0,1782,Posted
GL00595,INV00595,Sales Revenue,0,3521,Posted
GL00596,INV00596,Sales Revenue,0,910,Posted
GL00597,INV00597,Sales Revenue,0,1713,Posted
GL00598,INV00598,Sales Revenue,0,2232,Posted
GL00599,INV00599,Sales Revenue,0,2129,Posted
GL00600,INV00600,Sales Revenue,0,2900,Posted
GL00601,INV00601,Sales Revenue,0,293,Posted
GL00602,INV00602,Sales Revenue,0,2135,Posted
GL00603,INV00603,Sales Revenue,0,4012,Posted
GL00604,INV00604,Refunds,4316,0,Failed
GL00605,INV00605,Receivables,1161,0,Pending
GL00606,INV00606,Sales Revenue,0,2009,Posted
GL00607,INV00607,Sales Revenue,0,1454,Posted
GL00608,INV00608,Sales Revenue,0,3260,Posted
GL00609,INV00609,Refunds,4057,0,Failed
GL00610,INV00610,Refunds,1989,0,Failed
GL00611,INV00611,Sales Revenue,0,870,Posted
GL00612,INV00612,Sales Revenue,0,3163,Posted
GL00613,INV00613,Receivables,705,0,Pending
GL00614,INV00614,Sales Revenue,0,4891,Posted
GL00615,INV00615,Sales Revenue,0,2887,Posted
GL00616,INV00616,Refunds,1882,0,Failed
GL00617,INV00617,Sales Revenue,0,944,Posted
GL00618,INV00618,Sales Revenue,0,3914,Posted
GL00619,INV00619,Receivables,3942,0,Pending
GL00620,INV00620,Receivables,3987,0,Pending
GL00621,INV00621,Sales Revenue,0,3443,Posted
GL00622,INV00622,Sales Revenue,0,4937,Posted
GL00623,INV00623,Receivables,3022,0,Pending
GL00624,INV00624,Sales Revenue,0,693,Posted
GL00625,INV00625,Sales Revenue,0,2551,Posted
GL00626,INV00626,Sales Revenue,0,3643,Posted
GL00627,INV00627,Sales Revenue,0,3292,Posted
GL00628,INV00628,Sales Revenue,0,4617,Posted
GL00629,INV00629,Sales Revenue,0,1171,Posted
GL00630,INV00630,Sales Revenue,0,4532,Posted
GL00631,INV00631,Refunds,228,0,Failed
GL00632,INV00632,Receivables,3992,0,Pending
GL00633,INV00633,Sales Revenue,0,3674,Posted
GL00634,INV00634,Sales Revenue,0,2227,Posted
GL00635,INV00635,Sales Revenue,0,2458,Posted
GL00636,INV00636,Receivables,463,0,Pending
GL00637,INV00637,Sales Revenue,0,328,Posted
GL00638,INV00638,Receivables,1026,0,Pending
GL00639,INV00639,Sales Revenue,0,598,Posted
GL00640,INV00640,Sales Revenue,0,3495,Posted
GL00641,INV00641,Refunds,1979,0,Failed
GL00642,INV00642,Sales Revenue,0,1347,Posted
GL00643,INV00643,Sales Revenue,0,4919,Posted
GL00644,INV00644,Sales Revenue,0,2826,Posted
GL00645,INV00645,Sales Revenue,0,4470,Posted
GL00646,INV00646,Sales Revenue,0,2454,Posted
GL00647,INV00647,Receivables,1634,0,Pending
GL00648,INV00648,Sales Revenue,0,4753,Posted
GL00649,INV00649,Sales Revenue,0,3322,Posted
GL00650,INV00650,Sales Revenue,0,3610,Posted
GL00651,INV00651,Sales Revenue,0,3283,Posted
GL00652,INV00652,Sales Revenue,0,4079,Posted
GL00653,INV00653,Sales Revenue,0,1382,Posted
GL00654,INV00654,Sales Revenue,0,3580,Posted
GL00655,INV00655,Sales Revenue,0,1298,Posted
GL00656,INV00656,Sales Revenue,0,1865,Posted
GL00657,INV00657,Sales Revenue,0,3884,Posted
GL00658,INV00658,Sales Revenue,0,1760,Posted
GL00659,INV00659,Sales Revenue,0,523,Posted
GL00660,INV00660,Sales Revenue,0,4778,Posted
GL00661,INV00661,Sales Revenue,0,2927,Posted
GL00662,INV00662,Refunds,1756,0,Failed
GL00663,INV00663,Receivables,2187,0,Pending
GL00664,INV00664,Sales Revenue,0,1875,Posted
GL00665,INV00665,Refunds,2834,0,Failed
GL00666,INV00666,Sales Revenue,0,4019,Posted
GL00667,INV00667,Sales Revenue,0,2726,Posted
GL00668,INV00668,Sales Revenue,0,4273,Posted
GL00669,INV00669,Sales Revenue,0,2823,Posted
GL00670,INV00670,Sales Revenue,0,3590,Posted
GL00671,INV00671,Sales Revenue,0,1395,Posted
GL00672,INV00672,Receivables,4984,0,Pending
GL00673,INV00673,Sales Revenue,0,2618,Posted
GL00674,INV00674,Sales Revenue,0,2084,Posted
GL00675,INV00675,Receivables,4290,0,Pending
GL00676,INV00676,Sales Revenue,0,2965,Posted
GL00677,INV00677,Sales Revenue,0,4218,Posted
GL00678,INV00678,Sales Revenue,0,1586,Posted
GL00679,INV00679,Sales Revenue,0,4200,Posted
GL00680,INV00680,Sales Revenue,0,681,Posted
GL00681,INV00681,Refunds,597,0,Failed
GL00682,INV00682,Receivables,1326,0,Pending
GL00683,INV00683,Sales Revenue,0,1437,Posted
GL00684,INV00684,Sales Revenue,0,3935,Posted
GL00685,INV00685,Receivables,4158,0,Pending
GL00686,INV00686,Sales Revenue,0,254,Posted
GL00687,INV00687,Sales Revenue,0,297,Posted
GL00688,INV00688,Sales Revenue,0,4588,Posted
GL00689,INV00689,Sales Revenue,0,3727,Posted
GL00690,INV00690,Sales Revenue,0,4495,Posted
GL00691,INV00691,Sales Revenue,0,4512,Posted
GL00692,INV00692,Sales Revenue,0,3451,Posted
GL00693,INV00693,Receivables,3960,0,Pending
GL00694,INV00694,Sales Revenue,0,2050,Posted
GL00695,INV00695,Sales Revenue,0,459,Posted
GL00696,INV00696,Receivables,3289,0,Pending
GL00697,INV00697,Receivables,277,0,Pending
GL00698,INV00698,Sales Revenue,0,4294,Posted
GL00699,INV00699,Sales Revenue,0,4835,Posted
GL00700,INV00700,Sales Revenue,0,2082,Posted
GL00701,INV00701,Sales Revenue,0,4095,Posted
GL00702,INV00702,Sales Revenue,0,2496,Posted
GL00703,INV00703,Sales Revenue,0,469,Posted
GL00704,INV00704,Receivables,1897,0,Pending
GL00705,INV00705,Sales Revenue,0,830,Posted
GL00706,INV00706,Receivables,2169,0,Pending
GL00707,INV00707,Sales Revenue,0,4628,Posted
GL00708,INV00708,Sales Revenue,0,842,Posted
GL00709,INV00709,Sales Revenue,0,639,Posted
GL00710,INV00710,Sales Revenue,0,822,Posted
GL00711,INV00711,Refunds,3449,0,Failed
GL00712,INV00712,Sales Revenue,0,2439,Posted
GL00713,INV00713,Receivables,3114,0,Pending
GL00714,INV00714,Receivables,1721,0,Pending
GL00715,INV00715,Sales Revenue,0,3313,Posted
GL00716,INV00716,Sales Revenue,0,2619,Posted
GL00717,INV00717,Sales Revenue,0,872,Posted
GL00718,INV00718,Refunds,1463,0,Failed
GL00719,INV00719,Sales Revenue,0,3154,Posted
GL00720,INV00720,Sales Revenue,0,2725,Posted
GL00721,INV00721,Sales Revenue,0,1037,Posted
GL00722,INV00722,Sales Revenue,0,3730,Posted
GL00723,INV00723,Sales Revenue,0,4397,Posted
GL00724,INV00724,Sales Revenue,0,934,Posted
GL00725,INV00725,Sales Revenue,0,2857,Posted
GL00726,INV00726,Sales Revenue,0,3589,Posted
GL00727,INV00727,Sales Revenue,0,4783,Posted
GL00728,INV00728,Receivables,1589,0,Pending
GL00729,INV00729,Sales Revenue,0,1337,Posted
GL00730,INV00730,Sales Revenue,0,4239,Posted
GL00731,INV00731,Sales Revenue,0,3760,Posted
GL00732,INV00732,Sales Revenue,0,4166,Posted
GL00733,INV00733,Refunds,2220,0,Failed
GL00734,INV00734,Sales Revenue,0,1801,Posted
GL00735,INV00735,Sales Revenue,0,2695,Posted
GL00736,INV00736,Sales Revenue,0,3312,Posted
GL00737,INV00737,Receivables,3727,0,Pending
GL00738,INV00738,Sales Revenue,0,2661,Posted
GL00739,INV00739,Sales Revenue,0,1845,Posted
GL00740,INV00740,Sales Revenue,0,3462,Posted
GL00741,INV00741,Receivables,4222,0,Pending
GL00742,INV00742,Sales Revenue,0,3280,Posted
GL00743,INV00743,Receivables,1132,0,Pending
GL00744,INV00744,Sales Revenue,0,4669,Posted
GL00745,INV00745,Refunds,420,0,Failed
GL00746,INV00746,Sales Revenue,0,3791,Posted
GL00747,INV00747,Receivables,3551,0,Pending
GL00748,INV00748,Sales Revenue,0,2680,Posted
GL00749,INV00749,Refunds,1462,0,Failed
GL00750,INV00750,Sales Revenue,0,805,Posted
GL00751,INV00751,Sales Revenue,0,4969,Posted
GL00752,INV00752,Sales Revenue,0,3626,Posted
GL00753,INV00753,Receivables,4598,0,Pending
GL00754,INV00754,Refunds,1095,0,Failed
GL00755,INV00755,Sales Revenue,0,3108,Posted
GL00756,INV00756,Receivables,562,0,Pending
GL00757,INV00757,Refunds,3473,0,Failed
GL00758,INV00758,Sales Revenue,0,1067,Posted
GL00759,INV00759,Sales Revenue,0,2018,Posted
GL00760,INV00760,Receivables,4771,0,Pending
GL00761,INV00761,Sales Revenue,0,2010,Posted
GL00762,INV00762,Refunds,3993,0,Failed
GL00763,INV00763,Sales Revenue,0,4299,Posted
GL00764,INV00764,Sales Revenue,0,4154,Posted
GL00765,INV00765,Sales Revenue,0,903,Posted
GL00766,INV00766,Sales Revenue,0,3053,Posted
GL00767,INV00767,Sales Revenue,0,1894,Posted
GL00768,INV00768,Sales Revenue,0,4100,Posted
GL00769,INV00769,Sales Revenue,0,3906,Posted
GL00770,INV00770,Refunds,566,0,Failed
GL00771,INV00771,Receivables,3010,0,Pending
GL00772,INV00772,Refunds,1546,0,Failed
GL00773,INV00773,Receivables,1629,0,Pending
GL00774,INV00774,Sales Revenue,0,4786,Posted
GL00775,INV00775,Receivables,3518,0,Pending
GL00776,INV00776,Sales Revenue,0,3740,Posted
GL00777,INV00777,Sales Revenue,0,1816,Posted
GL00778,INV00778,Sales Revenue,0,3385,Posted
GL00779,INV00779,Sales Revenue,0,1885,Posted
GL00780,INV00780,Receivables,712,0,Pending
GL00781,INV00781,Sales Revenue,0,1731,Posted
GL00782,INV00782,Sales Revenue,0,3948,Posted
GL00783,INV00783,Sales Revenue,0,4209,Posted
GL00784,INV00784,Receivables,3383,0,Pending
GL00785,INV00785,Sales Revenue,0,1135,Posted
GL00786,INV00786,Receivables,1613,0,Pending
GL00787,INV00787,Receivables,894,0,Pending
GL00788,INV00788,Sales Revenue,0,1165,Posted
GL00789,INV00789,Sales Revenue,0,1699,Posted
GL00790,INV00790,Sales Revenue,0,4384,Posted
GL00791,INV00791,Receivables,1329,0,Pending
GL00792,INV00792,Sales Revenue,0,1721,Posted
GL00793,INV00793,Receivables,1619,0,Pending
GL00794,INV00794,Sales Revenue,0,2566,Posted
GL00795,INV00795,Receivables,3894,0,Pending
GL00796,INV00796,Sales Revenue,0,278,Posted
GL00797,INV00797,Receivables,3345,0,Pending
GL00798,INV00798,Sales Revenue,0,4254,Posted
GL00799,INV00799,Refunds,3604,0,Failed
GL00800,INV00800,Sales Revenue,0,1570,Posted
GL00801,INV00801,Sales Revenue,0,2006,Posted
GL00802,INV00802,Sales Revenue,0,2041,Posted
GL00803,INV00803,Receivables,3946,0,Pending
GL00804,INV00804,Sales Revenue,0,4703,Posted
GL00805,INV00805,Sales Revenue,0,1135,Posted
GL00806,INV00806,Sales Revenue,0,3205,Posted
GL00807,INV00807,Sales Revenue,0,3815,Posted
GL00808,INV00808,Refunds,1038,0,Failed
GL00809,INV00809,Sales Revenue,0,2638,Posted
GL00810,INV00810,Sales Revenue,0,3055,Posted
GL00811,INV00811,Sales Revenue,0,2141,Posted
GL00812,INV00812,Refunds,3072,0,Failed
GL00813,INV00813,Sales Revenue,0,3707,Posted
GL00814,INV00814,Sales Revenue,0,1892,Posted
GL00815,INV00815,Sales Revenue,0,3073,Posted
GL00816,INV00816,Sales Revenue,0,4613,Posted
GL00817,INV00817,Sales Revenue,0,2597,Posted
GL00818,INV00818,Receivables,4414,0,Pending
GL00819,INV00819,Sales Revenue,0,3571,Posted
GL00820,INV00820,Receivables,1239,0,Pending
GL00821,INV00821,Refunds,1398,0,Failed
GL00822,INV00822,Sales Revenue,0,3417,Posted
GL00823,INV00823,Receivables,2401,0,Pending
GL00824,INV00824,Sales Revenue,0,3902,Posted
GL00825,INV00825,Sales Revenue,0,3500,Posted
GL00826,INV00826,Sales Revenue,0,3223,Posted
GL00827,INV00827,Sales Revenue,0,4967,Posted
GL00828,INV00828,Receivables,3955,0,Pending
GL00829,INV00829,Sales Revenue,0,3134,Posted
GL00830,INV00830,Sales Revenue,0,1984,Posted
GL00831,INV00831,Sales Revenue,0,2399,Posted
GL00832,INV00832,Receivables,4683,0,Pending
GL00833,INV00833,Sales Revenue,0,4175,Posted
GL00834,INV00834,Sales Revenue,0,576,Posted
GL00835,INV00835,Sales Revenue,0,333,Posted
GL00836,INV00836,Sales Revenue,0,3939,Posted
GL00837,INV00837,Receivables,1280,0,Pending
GL00838,INV00838,Sales Revenue,0,2444,Posted
GL00839,INV00839,Sales Revenue,0,2251,Posted
GL00840,INV00840,Sales Revenue,0,1555,Posted
GL00841,INV00841,Refunds,2702,0,Failed
GL00842,INV00842,Receivables,3716,0,Pending
GL00843,INV00843,Sales Revenue,0,979,Posted
GL00844,INV00844,Sales Revenue,0,838,Posted
GL00845,INV00845,Receivables,4455,0,Pending
GL00846,INV00846,Receivables,266,0,Pending
GL00847,INV00847,Receivables,3659,0,Pending
GL00848,INV00848,Sales Revenue,0,780,Posted
GL00849,INV00849,Sales Revenue,0,1039,Posted
GL00850,INV00850,Sales Revenue,0,2651,Posted
GL00851,INV00851,Sales Revenue,0,1370,Posted
GL00852,INV00852,Receivables,269,0,Pending
GL00853,INV00853,Sales Revenue,0,3805,Posted
GL00854,INV00854,Sales Revenue,0,1440,Posted
GL00855,INV00855,Sales Revenue,0,3824,Posted
GL00856,INV00856,Refunds,1346,0,Failed
GL00857,INV00857,Sales Revenue,0,3345,Posted
GL00858,INV00858,Sales Revenue,0,1345,Posted
GL00859,INV00859,Sales Revenue,0,890,Posted
GL00860,INV00860,Refunds,2534,0,Failed
GL00861,INV00861,Sales Revenue,0,2671,Posted
GL00862,INV00862,Sales Revenue,0,4374,Posted
GL00863,INV00863,Receivables,2621,0,Pending
GL00864,INV00864,Sales Revenue,0,4254,Posted
GL00865,INV00865,Receivables,4292,0,Pending
GL00866,INV00866,Sales Revenue,0,4527,Posted
GL00867,INV00867,Sales Revenue,0,1281,Posted
GL00868,INV00868,Sales Revenue,0,3193,Posted
GL00869,INV00869,Refunds,4058,0,Failed
GL00870,INV00870,Sales Revenue,0,753,Posted
GL00871,INV00871,Sales Revenue,0,526,Posted
GL00872,INV00872,Receivables,2546,0,Pending
GL00873,INV00873,Sales Revenue,0,3603,Posted
GL00874,INV00874,Receivables,875,0,Pending
GL00875,INV00875,Sales Revenue,0,1450,Posted
GL00876,INV00876,Sales Revenue,0,847,Posted
GL00877,INV00877,Sales Revenue,0,4594,Posted
GL00878,INV00878,Sales Revenue,0,741,Posted
GL00879,INV00879,Sales Revenue,0,2154,Posted
GL00880,INV00880,Sales Revenue,0,3759,Posted
GL00881,INV00881,Sales Revenue,0,650,Posted
GL00882,INV00882,Sales Revenue,0,1638,Posted
GL00883,INV00883,Sales Revenue,0,292,Posted
GL00884,INV00884,Sales Revenue,0,4484,Posted
GL00885,INV00885,Sales Revenue,0,1567,Posted
GL00886,INV00886,Refunds,1167,0,Failed
GL00887,INV00887,Sales Revenue,0,3717,Posted
GL00888,INV00888,Refunds,2354,0,Failed
GL00889,INV00889,Sales Revenue,0,831,Posted
GL00890,INV00890,Sales Revenue,0,3150,Posted
GL00891,INV00891,Sales Revenue,0,1567,Posted
GL00892,INV00892,Receivables,1042,0,Pending
GL00893,INV00893,Refunds,2071,0,Failed
GL00894,INV00894,Sales Revenue,0,560,Posted
GL00895,INV00895,Sales Revenue,0,4064,Posted
GL00896,INV00896,Sales Revenue,0,1666,Posted
GL00897,INV00897,Sales Revenue,0,3635,Posted
GL00898,INV00898,Refunds,3609,0,Failed
GL00899,INV00899,Receivables,838,0,Pending
GL00900,INV00900,Receivables,4312,0,Pending
GL00901,INV00901,Sales Revenue,0,2028,Posted
GL00902,INV00902,Sales Revenue,0,764,Posted
GL00903,INV00903,Sales Revenue,0,2881,Posted
GL00904,INV00904,Sales Revenue,0,265,Posted
GL00905,INV00905,Sales Revenue,0,4818,Posted
GL00906,INV00906,Sales Revenue,0,2187,Posted
GL00907,INV00907,Refunds,4241,0,Failed
GL00908,INV00908,Refunds,4677,0,Failed
GL00909,INV00909,Sales Revenue,0,252,Posted
GL00910,INV00910,Sales Revenue,0,4636,Posted
GL00911,INV00911,Sales Revenue,0,278,Posted
GL00912,INV00912,Refunds,3282,0,Failed
GL00913,INV00913,Sales Revenue,0,1051,Posted
GL00914,INV00914,Sales Revenue,0,3639,Posted
GL00915,INV00915,Sales Revenue,0,2492,Posted
GL00916,INV00916,Sales Revenue,0,4457,Posted
GL00917,INV00917,Refunds,3955,0,Failed
GL00918,INV00918,Sales Revenue,0,982,Posted
GL00919,INV00919,Sales Revenue,0,3430,Posted
GL00920,INV00920,Sales Revenue,0,710,Posted
GL00921,INV00921,Sales Revenue,0,2139,Posted
GL00922,INV00922,Receivables,3419,0,Pending
GL00923,INV00923,Sales Revenue,0,2805,Posted
GL00924,INV00924,Sales Revenue,0,811,Posted
GL00925,INV00925,Sales Revenue,0,1092,Posted
GL00926,INV00926,Sales Revenue,0,3882,Posted
GL00927,INV00927,Sales Revenue,0,1189,Posted
GL00928,INV00928,Sales Revenue,0,3902,Posted
GL00929,INV00929,Sales Revenue,0,1182,Posted
GL00930,INV00930,Refunds,2692,0,Failed
GL00931,INV00931,Sales Revenue,0,530,Posted
GL00932,INV00932,Refunds,947,0,Failed
GL00933,INV00933,Sales Revenue,0,3446,Posted
GL00934,INV00934,Sales Revenue,0,2648,Posted
GL00935,INV00935,Sales Revenue,0,3512,Posted
GL00936,INV00936,Sales Revenue,0,2246,Posted
GL00937,INV00937,Sales Revenue,0,1345,Posted
GL00938,INV00938,Sales Revenue,0,2020,Posted
GL00939,INV00939,Receivables,3249,0,Pending
GL00940,INV00940,Receivables,888,0,Pending
GL00941,INV00941,Sales Revenue,0,814,Posted
GL00942,INV00942,Sales Revenue,0,3832,Posted
GL00943,INV00943,Sales Revenue,0,1203,Posted
GL00944,INV00944,Receivables,1576,0,Pending
GL00945,INV00945,Sales Revenue,0,4264,Posted
GL00946,INV00946,Sales Revenue,0,3695,Posted
GL00947,INV00947,Sales Revenue,0,1733,Posted
GL00948,INV00948,Sales Revenue,0,1417,Posted
GL00949,INV00949,Receivables,2213,0,Pending
GL00950,INV00950,Receivables,3575,0,Pending
GL00951,INV00951,Sales Revenue,0,918,Posted
GL00952,INV00952,Sales Revenue,0,3634,Posted
GL00953,INV00953,Receivables,2241,0,Pending
GL00954,INV00954,Refunds,3333,0,Failed
GL00955,INV00955,Sales Revenue,0,4660,Posted
GL00956,INV00956,Sales Revenue,0,4315,Posted
GL00957,INV00957,Sales Revenue,0,1673,Posted
GL00958,INV00958,Sales Revenue,0,1994,Posted
GL00959,INV00959,Sales Revenue,0,679,Posted
GL00960,INV00960,Sales Revenue,0,4984,Posted
GL00961,INV00961,Receivables,2230,0,Pending
GL00962,INV00962,Refunds,4571,0,Failed
GL00963,INV00963,Sales Revenue,0,4916,Posted
GL00964,INV00964,Sales Revenue,0,1642,Posted
GL00965,INV00965,Receivables,3139,0,Pending
GL00966,INV00966,Receivables,3080,0,Pending
GL00967,INV00967,Sales Revenue,0,4812,Posted
GL00968,INV00968,Sales Revenue,0,2731,Posted
GL00969,INV00969,Sales Revenue,0,939,Posted
GL00970,INV00970,Sales Revenue,0,1992,Posted
GL00971,INV00971,Sales Revenue,0,205,Posted
GL00972,INV00972,Sales Revenue,0,1268,Posted
GL00973,INV00973,Sales Revenue,0,2850,Posted
GL00974,INV00974,Refunds,1360,0,Failed
GL00975,INV00975,Sales Revenue,0,3189,Posted
GL00976,INV00976,Receivables,3440,0,Pending
GL00977,INV00977,Sales Revenue,0,2672,Posted
GL00978,INV00978,Receivables,3778,0,Pending
GL00979,INV00979,Sales Revenue,0,2799,Posted
GL00980,INV00980,Sales Revenue,0,3123,Posted
GL00981,INV00981,Sales Revenue,0,1636,Posted
GL00982,INV00982,Sales Revenue,0,2612,Posted
GL00983,INV00983,Sales Revenue,0,4892,Posted
GL00984,INV00984,Sales Revenue,0,465,Posted
GL00985,INV00985,Receivables,2009,0,Pending
GL00986,INV00986,Sales Revenue,0,4264,Posted
GL00987,INV00987,Sales Revenue,0,2149,Posted
GL00988,INV00988,Refunds,926,0,Failed
GL00989,INV00989,Sales Revenue,0,2950,Posted
GL00990,INV00990,Sales Revenue,0,1917,Posted
GL00991,INV00991,Sales Revenue,0,3071,Posted
GL00992,INV00992,Sales Revenue,0,594,Posted
GL00993,INV00993,Sales Revenue,0,1562,Posted
GL00994,INV00994,Sales Revenue,0,3077,Posted
GL00995,INV00995,Receivables,4127,0,Pending
GL00996,INV00996,Sales Revenue,0,2047,Posted
GL00997,INV00997,Sales Revenue,0,473,Posted
GL00998,INV00998,Sales Revenue,0,2339,Posted
GL00999,INV00999,Sales Revenue,0,1593,Posted
GL01000,INV01000,Sales Revenue,0,4681,Posted
