invoice_id,customer_id,invoice_date,invoice_amount,invoice_status
INV00638,C027,2025-01-18,1026,Pending
INV00639,C005,2025-04-25,598,Posted
INV00640,C095,2025-01-12,3495,Posted
INV00641,C030,2025-05-19,1979,Failed
INV00642,C100,2025-01-15,1347,Posted
INV00643,C038,2025-03-01,4919,Posted
INV00644,C074,2025-06-03,2826,Posted
INV00645,C039,2025-02-06,4470,Posted
INV00646,C053,2025-03-18,2454,Posted
INV00647,C072,2025-06-01,1634,Pending
INV00648,C087,2025-04-20,4753,Posted
INV00649,C007,2025-03-30,3322,Posted
INV00650,C041,2025-06-28,3610,Posted
INV00651,C020,2025-03-18,3283,Posted
INV00652,C097,2025-05-18,4079,Posted
INV00653,C029,2025-03-18,1382,Posted
INV00654,C008,2025-05-24,3580,Posted
INV00655,C072,2025-05-16,1298,Posted
INV00656,C032,2025-03-07,1865,Posted
INV00657,C083,2025-01-21,3884,Posted
INV00658,C012,2025-05-18,1760,Posted
INV00659,C035,2025-04-07,523,Posted
INV00660,C025,2025-05-31,4778,Posted
INV00661,C062,2025-02-23,2927,Posted
INV00662,C002,2025-02-24,1756,Failed
INV00663,C016,2025-05-03,2187,Pending
INV00664,C078,2025-06-30,1875,Posted
INV00665,C031,2025-05-22,2834,Failed
INV00666,C037,2025-04-08,4019,Posted
INV00667,C084,2025-04-02,2726,Posted
INV00668,C047,2025-05-12,4273,Posted
INV00669,C013,2025-05-01,2823,Posted
INV00670,C048,2025-03-22,3590,Posted
INV00671,C073,2025-02-26,1395,Posted
INV00672,C034,2025-05-22,4984,Pending
INV00673,C093,2025-04-17,2618,Posted
INV00674,C026,2025-03-26,2084,Posted
INV00675,C073,2025-03-04,4290,Pending
INV00676,C084,2025-06-25,2965,Posted
INV00677,C098,2025-05-06,4218,Posted
INV00678,C022,2025-04-01,1586,Posted
INV00679,C093,2025-05-20,4200,Posted
INV00680,C070,2025-06-14,681,Posted
INV00681,C005,2025-01-20,597,Failed
INV00682,C001,2025-04-16,1326,Pending
INV00683,C030,2025-01-18,1437,Posted
INV00684,C028,2025-05-10,3935,Posted
INV00685,C008,2025-06-08,4158,Pending
INV00686,C063,2025-01-05,254,Posted
INV00687,C071,2025-04-16,297,Posted
INV00688,C068,2025-03-12,4588,Posted
INV00689,C003,2025-05-09,3727,Posted
INV00690,C014,2025-01-25,4495,Posted
INV00691,C031,2025-02-19,4512,Posted
INV00692,C046,2025-03-10,3451,Posted
INV00693,C048,2025-04-14,3960,Pending
INV00694,C032,2025-06-28,2050,Posted
INV00695,C088,2025-01-21,459,Posted
INV00696,C052,2025-04-08,3289,Pending
INV00697,C061,2025-01-15,277,Pending
INV00698,C022,2025-01-22,4294,Posted
INV00699,C083,2025-03-26,4835,Posted
INV00700,C068,2025-01-11,2082,Posted
INV00701,C089,2025-05-26,4095,Posted
INV00702,C006,2025-01-20,2496,Posted
INV00703,C073,2025-06-18,469,Posted
INV00704,C041,2025-01-05,1897,Pending
INV00705,C019,2025-04-12,830,Posted
INV00706,C021,2025-05-25,2169,Pending
INV00707,C050,2025-06-23,4628,Posted
INV00708,C050,2025-02-05,842,Posted
INV00709,C096,2025-03-30,639,Posted
INV00710,C056,2025-03-01,822,Posted
INV00711,C078,2025-06-07,3449,Failed
INV00712,C042,2025-01-08,2439,Posted
INV00713,C063,2025-02-28,3114,Pending
INV00714,C049,2025-04-21,1721,Pending
INV00715,C075,2025-06-19,3313,Posted
INV00716,C099,2025-06-08,2619,Posted
INV00717,C092,2025-01-19,872,Posted
INV00718,C020,2025-04-08,1463,Failed
INV00719,C050,2025-03-23,3154,Posted
INV00720,C012,2025-01-02,2725,Posted
INV00721,C047,2025-03-11,1037,Posted
INV00722,C012,2025-02-17,3730,Posted
INV00723,C072,2025-05-23,4397,Posted
INV00724,C014,2025-01-07,934,Posted
INV00725,C071,2025-01-24,2857,Posted
INV00726,C002,2025-03-16,3589,Posted
INV00727,C100,2025-01-22,4783,Posted
INV00728,C074,2025-05-14,1589,Pending
INV00729,C049,2025-02-13,1337,Posted
INV00730,C039,2025-03-10,4239,Posted
INV00731,C009,2025-02-12,3760,Posted
INV00732,C054,2025-03-18,4166,Posted
INV00733,C047,2025-03-06,2220,Failed
INV00734,C081,2025-05-07,1801,Posted
INV00735,C014,2025-02-04,2695,Posted
INV00736,C051,2025-03-27,3312,Posted
INV00737,C057,2025-03-27,3727,Pending
INV00738,C077,2025-02-04,2661,Posted
INV00739,C078,2025-06-27,1845,Posted
INV00740,C041,2025-02-15,3462,Posted
INV00741,C038,2025-06-27,4222,Pending
INV00742,C032,2025-03-25,3280,Posted
INV00743,C051,2025-04-04,1132,Pending
INV00744,C026,2025-06-01,4669,Posted
INV00745,C088,2025-05-21,420,Failed
INV00746,C060,2025-02-23,3791,Posted
INV00747,C089,2025-01-18,3551,Pending
INV00748,C064,2025-02-05,2680,Posted
INV00749,C033,2025-06-18,1462,Failed
INV00750,C055,2025-04-07,805,Posted
INV00751,C077,2025-05-03,4969,Posted
INV00752,C069,2025-05-10,3626,Posted
INV00753,C005,2025-04-03,4598,Pending
INV00754,C082,2025-01-22,1095,Failed
INV00755,C032,2025-06-18,3108,Posted
INV00756,C083,2025-06-06,562,Pending
INV00757,C083,2025-06-23,3473,Failed
INV00758,C043,2025-04-21,1067,Posted
INV00759,C013,2025-03-08,2018,Posted
INV00760,C096,2025-05-13,4771,Pending
INV00761,C089,2025-05-28,2010,Posted
INV00762,C048,2025-04-11,3993,Failed
INV00763,C087,2025-05-31,4299,Posted
INV00764,C045,2025-01-07,4154,Posted
INV00765,C038,2025-04-17,903,Posted
INV00766,C094,2025-02-06,3053,Posted
INV00767,C044,2025-04-27,1894,Posted
INV00768,C062,2025-03-31,4100,Posted
INV00769,C057,2025-06-28,3906,Posted
INV00770,C009,2025-03-18,566,Failed
INV00771,C015,2025-01-06,3010,Pending
INV00772,C014,2025-06-23,1546,Failed
INV00773,C032,2025-05-13,1629,Pending
INV00774,C021,2025-03-26,4786,Posted
INV00775,C060,2025-03-01,3518,Pending
INV00776,C024,2025-02-17,3740,Posted
INV00777,C004,2025-06-07,1816,Posted
INV00778,C076,2025-04-20,3385,Posted
INV00779,C091,2025-02-24,1885,Posted
INV00780,C097,2025-06-30,712,Pending
INV00781,C014,2025-05-18,1731,Posted
INV00782,C042,2025-02-20,3948,Posted
INV00783,C034,2025-06-21,4209,Posted
INV00784,C082,2025-03-22,3383,Pending
INV00785,C051,2025-05-31,1135,Posted
INV00786,C046,2025-04-28,1613,Pending
INV00787,C091,2025-03-18,894,Pending
INV00788,C018,2025-03-22,1165,Posted
INV00789,C040,2025-01-30,1699,Posted
INV00790,C089,2025-02-06,4384,Posted
INV00791,C054,2025-06-02,1329,Pending
INV00792,C050,2025-04-19,1721,Posted
INV00793,C082,2025-05-18,1619,Pending
INV00794,C022,2025-05-06,2566,Posted
INV00795,C024,2025-03-22,3894,Pending
INV00796,C007,2025-04-02,278,Posted
INV00797,C018,2025-02-19,3345,Pending
INV00798,C065,2025-06-17,4254,Posted
INV00799,C088,2025-05-06,3604,Failed
INV00800,C057,2025-05-06,1570,Posted
INV00801,C073,2025-01-08,2006,Posted
INV00802,C005,2025-03-12,2041,Posted
INV00803,C037,2025-02-13,3946,Pending
INV00804,C096,2025-05-07,4703,Posted
INV00805,C015,2025-05-27,1135,Posted
INV00806,C100,2025-05-20,3205,Posted
INV00807,C097,2025-01-11,3815,Posted
INV00808,C028,2025-04-19,1038,Failed
INV00809,C084,2025-03-05,2638,Posted
INV00810,C058,2025-03-09,3055,Posted
INV00811,C057,2025-01-31,2141,Posted
INV00812,C095,2025-05-31,3072,Failed
INV00813,C079,2025-06-11,3707,Posted
INV00814,C079,2025-02-05,1892,Posted
INV00815,C008,2025-05-26,3073,Posted
INV00816,C036,2025-06-02,4613,Posted
INV00817,C042,2025-06-30,2597,Posted
INV00818,C074,2025-03-10,4414,Pending
INV00819,C013,2025-02-04,3571,Posted
INV00820,C036,2025-06-17,1239,Pending
INV00821,C017,2025-03-05,1398,Failed
INV00822,C042,2025-03-05,3417,Posted
INV00823,C019,2025-05-28,2401,Pending
INV00824,C054,2025-04-07,3902,Posted
INV00825,C082,2025-01-24,3500,Posted
INV00826,C096,2025-03-13,3223,Posted
INV00827,C063,2025-03-25,4967,Posted
INV00828,C100,2025-01-24,3955,Pending
INV00829,C086,2025-06-28,3134,Posted
INV00830,C069,2025-04-12,1984,Posted
INV00831,C028,2025-05-07,2399,Posted
INV00832,C037,2025-03-28,4683,Pending
INV00833,C017,2025-05-25,4175,Posted
INV00834,C088,2025-01-13,576,Posted
INV00835,C081,2025-04-28,333,Posted
INV00836,C021,2025-04-23,3939,Posted
INV00837,C055,2025-02-21,1280,Pending
INV00838,C039,2025-02-10,2444,Posted
INV00839,C084,2025-04-03,2251,Posted
INV00840,C048,2025-06-20,1555,Posted
INV00841,C051,2025-06-10,2702,Failed
INV00842,C090,2025-03-01,3716,Pending
INV00843,C012,2025-06-30,979,Posted
INV00844,C028,2025-05-03,838,Posted
INV00845,C076,2025-02-27,4455,Pending
INV00846,C057,2025-01-03,266,Pending
INV00847,C044,2025-01-31,3659,Pending
INV00848,C017,2025-05-03,780,Posted
INV00849,C050,2025-01-23,1039,Posted
INV00850,C041,2025-04-05,2651,Posted
INV00851,C049,2025-02-04,1370,Posted
INV00852,C068,2025-05-25,269,Pending
INV00853,C084,2025-02-12,3805,Posted
INV00854,C093,2025-02-24,1440,Posted
INV00855,C079,2025-06-25,3824,Posted
INV00856,C012,2025-01-26,1346,Failed
INV00857,C016,2025-05-31,3345,Posted
INV00858,C055,2025-03-22,1345,Posted
INV00859,C036,2025-06-15,890,Posted
INV00860,C071,2025-06-03,2534,Failed
INV00861,C089,2025-01-07,2671,Posted
INV00862,C067,2025-06-05,4374,Posted
INV00863,C096,2025-04-11,2621,Pending
INV00864,C007,2025-03-03,4254,Posted
INV00865,C015,2025-03-03,4292,Pending
INV00866,C077,2025-01-19,4527,Posted
INV00867,C047,2025-03-23,1281,Posted
INV00868,C073,2025-04-18,3193,Posted
INV00869,C088,2025-02-14,4058,Failed
INV00870,C010,2025-01-05,753,Posted
INV00871,C034,2025-02-25,526,Posted
INV00872,C051,2025-05-10,2546,Pending
INV00873,C092,2025-05-09,3603,Posted
INV00874,C090,2025-04-13,875,Pending
INV00875,C069,2025-05-18,1450,Posted
INV00876,C011,2025-03-21,847,Posted
INV00877,C027,2025-02-09,4594,Posted
INV00878,C051,2025-05-31,741,Posted
INV00879,C090,2025-04-22,2154,Posted
INV00880,C032,2025-01-23,3759,Posted
INV00881,C059,2025-06-06,650,Posted
INV00882,C086,2025-06-18,1638,Posted
INV00883,C002,2025-02-05,292,Posted
INV00884,C064,2025-03-30,4484,Posted
INV00885,C093,2025-03-08,1567,Posted
INV00886,C017,2025-03-10,1167,Failed
INV00887,C004,2025-03-27,3717,Posted
INV00888,C068,2025-01-17,2354,Failed
INV00889,C074,2025-06-10,831,Posted
INV00890,C059,2025-05-11,3150,Posted
INV00891,C064,2025-05-26,1567,Posted
INV00892,C021,2025-03-07,1042,Pending
INV00893,C087,2025-01-30,2071,Failed
INV00894,C066,2025-01-01,560,Posted
INV00895,C032,2025-01-12,4064,Posted
INV00896,C050,2025-02-08,1666,Posted
INV00897,C071,2025-06-17,3635,Posted
INV00898,C042,2025-03-05,3609,Failed
INV00899,C041,2025-03-11,838,Pending
INV00900,C048,2025-01-31,4312,Pending
INV00901,C007,2025-02-15,2028,Posted
INV00902,C006,2025-04-13,764,Posted
INV00903,C037,2025-03-21,2881,Posted
INV00904,C071,2025-04-27,265,Posted
INV00905,C026,2025-03-16,4818,Posted
INV00906,C095,2025-06-09,2187,Posted
INV00907,C048,2025-06-01,4241,Failed
INV00908,C100,2025-02-20,4677,Failed
INV00909,C032,2025-02-08,252,Posted
INV00910,C004,2025-03-01,4636,Posted
INV00911,C082,2025-06-27,278,Posted
INV00912,C001,2025-06-18,3282,Failed
INV00913,C094,2025-03-20,1051,Posted
INV00914,C068,2025-03-02,3639,Posted
INV00915,C008,2025-02-06,2492,Posted
INV00916,C006,2025-03-01,4457,Posted
INV00917,C090,2025-04-06,3955,Failed
INV00918,C011,2025-05-29,982,Posted
INV00919,C018,2025-06-13,3430,Posted
INV00920,C076,2025-05-26,710,Posted
INV00921,C085,2025-02-03,2139,Posted
INV00922,C034,2025-03-22,3419,Pending
INV00923,C095,2025-03-25,2805,Posted
INV00924,C035,2025-03-01,811,Posted
INV00925,C018,2025-05-30,1092,Posted
INV00926,C014,2025-02-12,3882,Posted
INV00927,C041,2025-04-15,1189,Posted
INV00928,C046,2025-02-23,3902,Posted
INV00929,C060,2025-03-09,1182,Posted
INV00930,C021,2025-06-25,2692,Failed
INV00931,C090,2025-06-04,530,Posted
INV00932,C042,2025-02-07,947,Failed
INV00933,C032,2025-04-02,3446,Posted
INV00934,C007,2025-06-23,2648,Posted
INV00935,C023,2025-01-08,3512,Posted
INV00936,C072,2025-05-21,2246,Posted
INV00937,C060,2025-01-27,1345,Posted
INV00938,C002,2025-01-16,2020,Posted
INV00939,C026,2025-04-13,3249,Pending
INV00940,C081,2025-06-15,888,Pending
INV00941,C076,2025-03-08,814,Posted
INV00942,C009,2025-02-20,3832,Posted
INV00943,C012,2025-03-26,1203,Posted
INV00944,C060,2025-01-13,1576,Pending
INV00945,C056,2025-04-12,4264,Posted
INV00946,C049,2025-06-24,3695,Posted
INV00947,C046,2025-02-24,1733,Posted
INV00948,C036,2025-04-25,1417,Posted
INV00949,C079,2025-06-08,2213,Pending
INV00950,C038,2025-05-08,3575,Pending
INV00951,C062,2025-01-16,918,Posted
INV00952,C050,2025-02-05,3634,Posted
INV00953,C083,2025-05-15,2241,Pending
INV00954,C070,2025-01-05,3333,Failed
INV00955,C046,2025-05-03,4660,Posted
INV00956,C045,2025-05-25,4315,Posted
INV00957,C050,2025-03-11,1673,Posted
INV00958,C041,2025-06-02,1994,Posted
INV00959,C100,2025-03-13,679,Posted
INV00960,C068,2025-04-02,4984,Posted
INV00961,C021,2025-01-26,2230,Pending
INV00962,C031,2025-03-10,4571,Failed
INV00963,C008,2025-02-26,4916,Posted
INV00964,C046,2025-02-14,1642,Posted
INV00965,C076,2025-03-23,3139,Pending
INV00966,C004,2025-06-30,3080,Pending
INV00967,C073,2025-02-06,4812,Posted
INV00968,C064,2025-05-19,2731,Posted
INV00969,C063,2025-01-10,939,Posted
INV00970,C030,2025-06-04,1992,Posted
INV00971,C068,2025-05-03,205,Posted
INV00972,C079,2025-02-21,1268,Posted
INV00973,C092,2025-02-15,2850,Posted
INV00974,C003,2025-02-07,1360,Failed
INV00975,C015,2025-05-15,3189,Posted
INV00976,C048,2025-06-30,3440,Pending
INV00977,C013,2025-03-28,2672,Posted
INV00978,C018,2025-02-10,3778,Pending
INV00979,C063,2025-06-16,2799,Posted
INV00980,C091,2025-05-24,3123,Posted
INV00981,C086,2025-05-31,1636,Posted
INV00982,C040,2025-06-26,2612,Posted
INV00983,C023,2025-01-01,4892,Posted
INV00984,C099,2025-05-26,465,Posted
INV00985,C078,2025-03-23,2009,Pending
INV00986,C073,2025-01-27,4264,Posted
INV00987,C043,2025-01-20,2149,Posted
INV00988,C041,2025-02-12,926,Failed
INV00989,C086,2025-06-13,2950,Posted
INV00990,C002,2025-03-09,1917,Posted
INV00991,C089,2025-01-18,3071,Posted
INV00992,C014,2025-01-01,594,Posted
INV00993,C057,2025-04-18,1562,Posted
INV00994,C064,2025-04-07,3077,Posted
INV00995,C049,2025-01-26,4127,Pending
INV00996,C084,2025-06-25,2047,Posted
INV00997,C058,2025-01-19,473,Posted
INV00998,C003,2025-03-23,2339,Posted
INV00999,C010,2025-03-29,1593,Posted
INV01000,C021,2025-01-20,4681,Posted
